Titre;Créateur;Sujet;Editeur;Type;Format;Identifiant;Source;Langue;Résumé;Date de disponibilité;Date de publication;Importance matérielle;Couverture spatiale;Couverture temporelle;Licence;P35 has identified;P70 documents;P4 has time-span;P14 carried out by;P1 is identified by;P2 has type;;;;;;;;;;;
Planguenoual (22). Le Frêche Clos. rapport de fouille programmée annuelle;Bizien-Jaglin, Catherine;RAP00434;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00434;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Créhen (22). La touche. rapport de sauvetage urgent;http://www.viaf.org/viaf/24828106 Bizien-Jaglin, Catherine;;https://www.idref.fr/026475979 Centre régional d'archéologie d'Alet (Saint-Malo, Ille-et-Vilaine);;;RAP00431;;French;;Disponible;1984;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Hirel (35). L'aupinière-le paradis. atelier de briquetage. rapport de fouille programmée annuelle.;http://viaf.org/viaf/9848923 Langouët, Loïc;RAP00344;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00344;Service régional de l'archéologie de Bretagne;French;;;1975;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). Les sept perthuis. rapport de sondage;Bizien-Jaglin, Catherine;RAP00402;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00402;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Fréhel (22). villa romaine de sables d'or - les pins. rapport de sauvetage urgent.;http://viaf.org/viaf/9848923 Langouët, Loïc;;Service régional de l'archéologie de Bretagne;;;RAP00433;;French;;;1979;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). Les sept perthuis.  rapport de sauvetage urgent;Bizien-Jaglin, Catherine;RAP00404;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00404;Service régional de l'archéologie de Bretagne;French;;;1989;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Noyal-Châtillon-sur-Seiche(35). voie de désenclavement le long de la rd 34. rapport de diagnostic;Aubry, Laurent;RAP02666;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02666;Service régional de l'archéologie de Bretagne;French;;;2011;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). La cité d'Alet; rapport de sauvetage urgent;http://viaf.org/viaf/9848923 Langouët, Loïc;RAP00397;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00397;Service régional de l'archéologie de Bretagne;French;;;1973;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
PCR Brécilien. étude interdisciplinaire d'une forêt mythique. bilan d'activités 2010. projet collectif de recherches;OILLIC Jean-Charles;RAP02603;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02603;Service régional de l'archéologie de Bretagne;French;;;2010;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Planguenoual (22). Le Frêche Clos. rapport de sauvetage urgent;Bizien-Jaglin, Catherine;RAP00469;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00469;Service régional de l'archéologie de Bretagne;French;;;1988;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plougonvelin (29). abbaye Saint-Mathieu. rapport de sondage;Le Goffic, Michel;RAP00926;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00926;Service régional de l'archéologie de Bretagne;French;;;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). La cité d'Alet; rapport de fouille programmée;http://viaf.org/viaf/9848923 Langouët, Loïc;RAP00395;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00395;Service régional de l'archéologie de Bretagne;French;;;1974;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
(56). La villa de Mané-Véchen.rapport d'étude des peintures murales. Lots dits mineurs. salles w;v;n;p;q;r;aq;ar;as;av;bc et cour u;BOISLEVE Julien;RAP02605;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02605;Service régional de l'archéologie de Bretagne;French;;;2008;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;
La Trinité-sur-Mer (56). Le mané roullarde : occupations néolithiques et extraction du granite. rapport de fouille;http://www.viaf.org/viaf/301768565 Fromont, Nicolas;RAP02717;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP02717;Service régional de l'archéologie de Bretagne;French;;;2011;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Vannes (56). ruelle du recteur. rapport de fouille préventive;Bizien-Jaglin, Catherine;RAP01284;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01284;Service régional de l'archéologie de Bretagne;French;;;1991;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). sondages archéologiques dans l'anse Solidor.;http://viaf.org/viaf/9848923 Langouët, Loïc;RAP01174;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01174;Service régional de l'archéologie de Bretagne;French;;;1971;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Lannilis (29). Kerfrichoux. rapport de fouille préventive;http://www.viaf.org/viaf/234305827 Le Goffic, Michel;;Service régional de l'archéologie de Bretagne | Conseil Départemental du Finistère. Service départemental de l’Archéologie;;;;;French;;Disponible;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plaintel (22). diagnostic archéologique avant la construction d'une ZAC. rapport de diagnostic;Roy, Eddie;RAP01276;Service régional de l'archéologie de Bretagne;Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2011;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Morlaix (29). Keravel Bras. Le cimetière de l'âge du fer de Kervellec. rapport de fouille préventive;Le Goffic, Michel;RAP01307;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01307;Service régional de l'archéologie de Bretagne;French;;;1995;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo (35). Le bastion de Solidor (cité d'Alet). rapport de fouille programmée;http://viaf.org/viaf/9848923 Langouët, Loïc;RAP01177;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01177;Service régional de l'archéologie de Bretagne;French;;;1980;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Bais (35). bourg Saint-Pair. rapport de sauvetage programmé;http://www.viaf.org/viaf/66597777 Guigon, Philippe;RAP00954;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00954;Service régional de l'archéologie de Bretagne;French;;;1987;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plougonvelin (29). L'abbaye de la Pointe Saint-Mathieu. rapport de sondage;Le Goffic, Michel;RAP01602;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01602;Service régional de l'archéologie de Bretagne;French;;;1999;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Décor architecturaux dans l'Armorique romaine. Le Léon;http://www.viaf.org/viaf/34763368 Maligorne, Yvan;;Service régional de l'archéologie de Bretagne;;;RAP01571;;French;;Disponible;1998;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Malo-de-Phily (35). Le Déron; carrière des Ménais. rapport de diagnostic;MORZADEC Hervé;RAP01662;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01662;Service régional de l'archéologie de Bretagne;French;;;2000;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Plougasnou (29). Le souterrain de l'âge du fer de Run Even. rapport de fouille préventive;http://www.viaf.org/viaf/234305827 Le Goffic, Michel;;Service régional de l'archéologie de Bretagne;;;RAP01542;;French;;Disponible;1997;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plounéour-Trez (29). Le souterrain du Viquet. rapport de sauvetage urgent;http://www.viaf.org/viaf/234305827 Le Goffic, Michel;;;;;;;French;;Disponible;1998;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Morlaix-Ploujean (29). Kervellec. Le cimetière de l'âge du fer. rapport de fouille préventive;http://www.viaf.org/viaf/234305827 Le Goffic, Michel;RAP01439;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01439;Service régional de l'archéologie de Bretagne;French;;;1996;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (29). Le corps de garde. La nécropole mégalithique de la pointe du Souc'h. rapport  de sondage;http://www.viaf.org/viaf/234305827 Le Goffic, Michel;RAP01698;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01698;Service régional de l'archéologie de Bretagne;French;;;2000;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Lannilis (29). Le caveau de l'âge du bronze de prat ar simon pella. rapport de sondage;Le Goffic, Michel;RAP02317;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02317;Service régional de l'archéologie de Bretagne;French;;;2006;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Liffré (35). structure quandrugulaire en forêt de Rennes. rapport de sondage;ROMANO Pascal;RAP02439;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02439;Service régional de l'archéologie de Bretagne;French;;;2006;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Jacut-de-la-Mer (22). Les Haches. rapport de sauvetage urgent;Bizien-Jaglin, Catherine;RAP01731;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01731;Service régional de l'archéologie de Bretagne;French;;;1992;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Fouesnant (29). L'île Saint-Nicolas. rapport de fouille programmée 2007;HAMON Gwenaëlle;RAP02365;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02365;Service régional de l'archéologie de Bretagne;French;;;2007;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Liffré (35). voie ancienne en forêt de Liffré. rapport de sondage;ROMANO Pascal;RAP02368;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02368;Service régional de l'archéologie de Bretagne;French;;;2007;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Un quartier de la ville antique de Vorgium. Les fouilles de la réserve archéologique de Carhaix. rapport intermédiaire 2000 de fp 3 (2000-2002).;http://www.viaf.org/viaf/24785044 Le Cloirec, Gaétan;;AFAN;;;;;French;;Disponible;2000;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ouessant (29). installations artisanales de l'âge du fer à mez-notariou. rapport intermédiaire 2009 de fp;Le Bihan, Jean-Paul;RAP02500;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02500;Service régional de l'archéologie de Bretagne;French;;;2009;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
(35). Le massif forestier de Paimpont. rapport de prospection inventaire;OILLIC Jean-Charles;RAP02494;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02494;Service régional de l'archéologie de Bretagne;French;;;2008;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
(35). Quatre communes au nord-est de Rennes : Acigné;http://www.viaf.org/viaf/71517267 Brand'honneur, Michel;;Service régional de l'archéologie de Bretagne;;;RAP00569;;French;;Disponible;1983;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
les métallurgies anciennes en Bretagne : reconnaissance diachronique des zones d'exploitation et de traitement des minerais. rapport de pt 2011;LE CARLIER DE VESLUD Cécile;RAP02690;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02690;Service régional de l'archéologie de Bretagne;French;;;2011;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ouessant (29). Les limites orientales du site de Mez-Notariou. rapport intermédiaire de fp 2009-2011;Le Bihan, Jean-Paul;RAP02596;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02596;Service régional de l'archéologie de Bretagne;French;;;2010;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
le pays Porzay (29). rapport de prospection thématique;http://www.viaf.org/viaf/66597777 Guigon, Philippe;RAP00556;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00556;Service régional de l'archéologie de Bretagne;French;;;1992;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Carhaix-Plouguer (29). persivien; étude d'un tronçon des aqueducs romains de vorgium et de leur environnement immédiat. rapport de fp 2009;PHILIPPE Eric;RAP02538;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02538;Service régional de l'archéologie de Bretagne;French;;;2009;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
les cantons de Ploudiry et de Sizun (29). rapport de prospection inventaire;LEROY Damien;RAP00575;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00575;Service régional de l'archéologie de Bretagne;French;;;1988;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Carhaix-Plouguer (29). Un quartier de la ville antique de Vorgium. Les fouilles de la réserve archéologique. rapport final de fp 2007;http://www.viaf.org/viaf/24785044 Le Cloirec, Gaétan;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2009;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ouessant (29). Le village de l'âge du fer de Mez-Notariou. nouvelles perspectives. rapport de fouille programmée;Le Bihan, Jean-Paul;RAP02689;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02689;Service régional de l'archéologie de Bretagne;French;;;2011;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouhinec (56). La villa de Mané-Véchen; étude des stucs de la salle bf. rapport d'étude;BOISLEVE Julien;RAP02547;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02547;Service régional de l'archéologie de Bretagne;French;;;2009;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Bubry (56). Église du bourg. rapport de fouille préventive;GAUME Eric;;Service régional de l'archéologie de Bretagne;;;RAP00892;;French;;Disponible;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Vannes (56). ruelle du Recteur; cour de l'immeuble de u.c.k. rapport de diagnostic;Bizien-Jaglin, Catherine;RAP00833;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00833;Service régional de l'archéologie de Bretagne;French;;;1990;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Ploemeur (56). Forêt du Talud. rapport de fouille préventive;http://www.viaf.org/viaf/234305827 Le Goffic, Michel;RAP01043;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01043;Service régional de l'archéologie de Bretagne;French;;;1975;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pluméliau (56). Kervasselour. rapport de sondage;http://www.viaf.org/viaf/7559900 Naas, Patrick;;Service régional de l'archéologie de Bretagne;;;RAP00922;;French;;Disponible;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Erdeven (56). La commune. rapport de prospection inventaire.;GAUME Eric;RAP00888;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00888;Service régional de l'archéologie de Bretagne;French;;;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Locmariaquer (56). Le Rouick. maison Guyonmarc'h. rapport de sondage;GAUME Eric;RAP00842;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00842;Service régional de l'archéologie de Bretagne;French;;;1993;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Locmariaquer (56). Le domaine de Kérivaud. rapport de diagnostic;GAUME Eric;RAP00976;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP00976;Service régional de l'archéologie de Bretagne;French;;;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Vannes (56). 29 rue de l'Hôpital. rapport de sondage;GAUME Eric;RAP01105;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01105;Service régional de l'archéologie de Bretagne;French;;;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Vannes (56). 3 rue Émile Burgault. rapport de sondage;GAUME Eric;RAP01071;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01071;Service régional de l'archéologie de Bretagne;French;;;1994;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Augan (56). La ville Costard. rapport de fouille préventive;Le Goffic, Michel;RAP01033;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01033;Service régional de l'archéologie de Bretagne;French;;;1975;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Communes de Plédéliac - Pléven - Plorec (22). rapport de prospection inventaire.;HENRY Paul;RAP01520;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01520;Service régional de l'archéologie de Bretagne;French;;;1984;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Pluneret; Crac'h (56). pont - aqueduc antique de Kerisper - Rosnarho;PHILIPPE Eric;RAP01936;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP01936;Service régional de l'archéologie de Bretagne;French;;;2003;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Molac (56). Un atelier de sidérurgie antique (?) en Lanvaux : le site du chapeau de Roche. rapport de sondage;http://www.viaf.org/viaf/290645474 Oillic, Jean-Charles, 1982-;RAP01115;Service régional de l'archéologie de Bretagne;Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2010;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Noyal-Châtillon-sur-Seiche (35). ZAC des deux rivières; tranche 1. rapport de diagnostic;Ah Thon, Emmanuelle;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP02920;;French;;Disponible;2014;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Arradon (56). 29 rue Saint-Martin. Rapport de diagnostic;http://www.viaf.org/viaf/214920281 Durand, Jean-Claude;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP02980;;French;;Disponible;2014;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Corseul (22). La Métrie; tranche 1;http://www.viaf.org/viaf/5178463 Ferrette, Romuald;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;54495;;French;Les installations antiques sont variées et relèvent certainement de plusieurs périodes. A cet égard, le mobilier montre une occupation assez longue, s’étageant du Ier à la fin du IIIe siècle, voire au début du suivant. Au moins 4 bâtiments employant la pierre ont été observés.;Disponible;2014;1 vol. (72 p. ) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Saint-Malo; Saint-Jouan-des-Guérets (35). ZAC Blanche Roche Atalante tranche 3. rapport de diagnostic;http://www.viaf.org/viaf/41873469 Leroux, Gilles;RAP02979;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP02979;Service régional de l'archéologie de Bretagne;French;;;2014;1 vol. ( p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
